Date,Time,BTC_Rate_CHF,USD_Rate_CHF,NOVN_Rate_CHF,Equity_Val_CHF,Fiat_Val_CHF,Crypto_Val_CHF,Portfolio_Current_CHF,Portfolio_Basis_CHF,Return_CHF,Return_Pct
2026-06-29,10:42:38,48325.33,0.8091,125.38,1253.80,2427.33,4832.53,8513.66,8100.00,413.66,5.11
